AsGrown (m),Mild (m),Strong (m)
2.11374442514480e-08,8.31019439220175e-09,8.36295037392111e-09
2.09358038446764e-08,7.84001346195022e-09,8.40510156182170e-09
2.07585143145932e-08,7.86202103473158e-09,8.45349401795467e-09
2.03334383403902e-08,7.37936152052595e-09,8.42588359767716e-09
1.98389308155200e-08,7.11741126931083e-09,8.74861195273443e-09
1.94369356992795e-08,6.53047780586918e-09,8.90886320339450e-09
1.90423940256034e-08,6.68500984902263e-09,9.10539070193093e-09
1.87704527095993e-08,6.66676450129891e-09,9.33122298735060e-09
1.85197265755873e-08,6.91361794097580e-09,9.23520920368739e-09
1.84259248002514e-08,6.88931881654786e-09,9.54336995695891e-09
1.82534666567671e-08,6.58119642789859e-09,9.41629913628420e-09
1.81404226671867e-08,6.88286814721225e-09,9.12625598011955e-09
1.79350806278131e-08,7.09053456538326e-09,9.31479372361104e-09
1.79291627753399e-08,7.31941730122853e-09,9.25071205698778e-09
1.78155079494037e-08,7.09658597209296e-09,9.24637144500524e-09
1.75862171863338e-08,6.62943289101357e-09,9.27423813262486e-09
1.75486042178520e-08,6.67056490939299e-09,9.26669998879026e-09
1.76334761617935e-08,7.03597029247029e-09,9.16125969850856e-09
1.76309811951258e-08,7.09753019676071e-09,9.07670937241258e-09
1.75656050803671e-08,7.19003151219262e-09,8.84619432161858e-09
1.75334400039314e-08,7.44805898997490e-09,8.71445179052645e-09
1.76019469664925e-08,6.79238401038562e-09,8.66059120454714e-09
1.76360069975670e-08,6.77939745958362e-09,8.63675716049819e-09
1.76586659138315e-08,6.50448724150950e-09,8.73405090135191e-09
1.77936093069408e-08,6.87989592956559e-09,8.64497500928964e-09
1.78579450162403e-08,6.82975912607049e-09,8.84189965288871e-09
1.79320931789187e-08,7.50578853276069e-09,8.99095397968104e-09
1.80116000155069e-08,7.20627363246220e-09,9.13693537219008e-09
1.81388488639912e-08,7.33210933285809e-09,9.18527161170660e-09
1.82711899077797e-08,7.52816186401125e-09,1.01465930517121e-08
1.84283796688663e-08,7.46555543390454e-09,1.10562852745592e-08
1.85937283794969e-08,7.43755390639714e-09,1.12337323953399e-08
1.87436597655525e-08,7.53881771216513e-09,1.19293149162672e-08
1.89374015154260e-08,7.89441056864901e-09,1.23767324045990e-08
1.90400119286325e-08,8.58358296733838e-09,1.20450031505625e-08
1.92388513633621e-08,8.23404119311637e-09,1.25504818174697e-08
1.94121767093095e-08,7.12445016487243e-09,1.38672323782297e-08
1.94372614519643e-08,7.05906938888913e-09,1.46714170343479e-08
1.94110674967055e-08,6.81005355243307e-09,1.52397836999751e-08
1.93562373672929e-08,6.95683992707140e-09,1.45288300497884e-08
1.93323708981025e-08,7.26380112467751e-09,1.49408641536341e-08
1.94661983157232e-08,7.00722058195042e-09,1.51343620211958e-08
1.94388801239847e-08,6.66252858031691e-09,1.45839177296436e-08
1.92052993402257e-08,6.20268107838996e-09,1.34137481127319e-08
1.89598433364502e-08,5.62077625403968e-09,1.44005689333372e-08
1.86980415954103e-08,4.96964594231717e-09,1.35149789331644e-08
1.84927837627719e-08,5.04518783545621e-09,1.32260384419605e-08
1.82941323007934e-08,6.17039799740570e-09,1.37994415604913e-08
1.80747512055549e-08,5.99963187717099e-09,1.43115757209642e-08
1.74601174413229e-08,6.09162094461147e-09,1.49925626818850e-08
1.67063217192857e-08,5.92943077598845e-09,1.48891992412426e-08
1.63473874187069e-08,5.61465505297533e-09,1.67099917472543e-08
1.73742845448728e-08,5.76704526547960e-09,1.76038879058467e-08
1.86776969849042e-08,6.03565943830865e-09,1.67622215013023e-08
1.91433741705698e-08,6.17141712285656e-09,1.75434611335248e-08
1.87823422846438e-08,5.92874585043358e-09,1.29974580093244e-08
1.82943092387213e-08,6.72222089089629e-09,1.27648363509133e-08
1.75796233820764e-08,7.07693638677458e-09,1.59981652390154e-08
1.67583873114587e-08,6.86834451575733e-09,1.74268093023000e-08
1.61008948901085e-08,6.93823494474142e-09,1.63872940604987e-08
1.55956203264382e-08,7.33844420164127e-09,1.55768293123348e-08
1.52637467872161e-08,7.84188351445717e-09,1.56552502950167e-08
1.47937851261363e-08,8.65129389695801e-09,1.34258293553673e-08
1.40902679655785e-08,7.63470672767760e-09,1.14935568314052e-08
1.36504153214026e-08,7.33084313814191e-09,1.07238575544547e-08
1.31006531100320e-08,6.58174862910940e-09,1.11320665367696e-08
1.29461369884987e-08,6.73457219613934e-09,1.06836064214177e-08
1.29978730520608e-08,6.04331249279134e-09,1.06198453363628e-08
1.29556509217960e-08,5.80820392699355e-09,1.08528398422612e-08
1.28877022002730e-08,7.83490441179114e-09,1.27255970200896e-08
1.30861734332761e-08,8.36978110293852e-09,1.07482668976171e-08
1.40253066801456e-08,7.73864122511506e-09,1.29346860502542e-08
1.51446511956217e-08,7.51359055746744e-09,1.30587145396246e-08
1.55366367929291e-08,7.10514933810641e-09,1.24770300687469e-08
1.54117036492114e-08,6.87293283109130e-09,1.26722408092575e-08
1.66849912011075e-08,7.36011724091105e-09,1.27728493035287e-08
1.68770963799839e-08,6.79292175385300e-09,1.33118004510441e-08
1.66713697099195e-08,7.27974496888184e-09,1.35581641673331e-08
1.63875175350643e-08,7.63796169140937e-09,1.36646489206464e-08
1.59321599473371e-08,7.95991268650806e-09,1.33773098962890e-08
1.56663997792337e-08,7.79746008626661e-09,1.31101466369311e-08
1.54256841741550e-08,7.81468099362887e-09,1.33396158134489e-08
1.53329407515016e-08,7.88660173186968e-09,1.27751410939712e-08
1.52649531867900e-08,8.19397934235016e-09,1.25690625386694e-08
1.52643618053827e-08,8.69350451212756e-09,1.36633405566188e-08
1.54423449037701e-08,8.89787781855868e-09,1.33260410366164e-08
1.54977908249817e-08,8.96077681794508e-09,1.41687298328945e-08
1.56547419222805e-08,8.84936759230598e-09,1.51321562952992e-08
1.58921785886901e-08,8.58701846657002e-09,1.55079438662534e-08
1.66200801113771e-08,8.03454311975139e-09,1.46879012122602e-08
1.72202424506331e-08,7.39606745920355e-09,1.46749997431250e-08
1.76702776003561e-08,8.48380968156035e-09,1.43452278999992e-08
1.77084406716510e-08,8.74057680356574e-09,1.40448716573499e-08
1.83049265863282e-08,8.37713834090992e-09,1.31504506904203e-08
1.88541365971027e-08,8.45341510823511e-09,1.35582188188190e-08
1.87445575957527e-08,7.88825332147302e-09,1.33093689371844e-08
1.87276450332722e-08,7.67742216391439e-09,1.30802946596829e-08
1.88357962675351e-08,8.58930106199432e-09,1.23323032954220e-08
1.89790580665970e-08,8.40571554629866e-09,1.27869446913659e-08
1.93468160341099e-08,8.73350394420216e-09,1.35094386400328e-08
1.96786794759215e-08,9.02101577035002e-09,1.41536095861845e-08
1.98084323199244e-08,6.38521515036280e-09,1.18217569448152e-08
2.01039900962454e-08,6.91226064413756e-09,1.15580929252149e-08
2.03220432546097e-08,6.70438764498510e-09,1.08025659302603e-08
2.04288326916664e-08,6.97998600384836e-09,1.12591113267480e-08
2.05044157097304e-08,7.69399950790791e-09,1.23089665718390e-08
2.05236728720146e-08,7.52481983668512e-09,1.15993934511645e-08
2.02919562645270e-08,7.07161406957675e-09,1.64545304056298e-08
1.98643887205877e-08,6.63871992737834e-09,1.79062281781127e-08
1.93606288821331e-08,6.56193832948239e-09,1.93044407733094e-08
1.90474295445655e-08,7.74586663581242e-09,2.01291901528435e-08
1.88616865902708e-08,7.89643609572413e-09,2.10640903168520e-08
1.84663470639038e-08,6.77705792844261e-09,2.01125843380502e-08
1.80740726925009e-08,8.00593834178431e-09,2.11617287062332e-08
1.75903652544984e-08,7.98388256219504e-09,2.21975551535058e-08
1.72011271886606e-08,8.11988212702640e-09,1.95076349430671e-08
1.68339340604902e-08,8.79206584725068e-09,1.84834608965592e-08
1.66957717697049e-08,9.29626203265505e-09,1.80988690387426e-08
1.65919288305819e-08,8.49241121453389e-09,1.83662245202759e-08
1.64672881957772e-08,8.95897240260584e-09,1.76613384071030e-08
1.63369274192971e-08,9.00352325924609e-09,1.64991587449933e-08
1.61743349038306e-08,9.13114864136864e-09,1.49317071270550e-08
1.59752730989182e-08,7.67044662665230e-09,1.36282660142628e-08
1.57375894679407e-08,8.20206149210852e-09,1.31830764394701e-08
1.59687043820598e-08,7.94816522284482e-09,1.31721959779803e-08
1.62661563346660e-08,7.06905804524208e-09,1.33744477464019e-08
1.64137527385037e-08,6.58055634465209e-09,1.37262818297190e-08
1.65172299897837e-08,6.34243753181799e-09,1.45887067975579e-08
1.66086807950150e-08,5.86817175403461e-09,1.50594104224719e-08
1.67880807500595e-08,6.09041914449116e-09,1.57662627195571e-08
1.62396437925382e-08,6.15669207323698e-09,1.72006653382998e-08
1.52359430731601e-08,6.27296667550895e-09,1.79925904347942e-08
1.45410877058751e-08,6.19515994016807e-09,1.85632045597885e-08
1.43226261705169e-08,6.25194170376596e-09,1.78994655719081e-08
1.42621703876262e-08,6.54442975939625e-09,1.75319186276560e-08
1.44095553301286e-08,6.93671517495150e-09,1.63155750867465e-08
1.50137982331728e-08,6.86903723038330e-09,1.58594687271683e-08
1.49416903196849e-08,6.44868495718010e-09,1.60604748199483e-08
1.48654362594995e-08,6.44401259035319e-09,1.69955393424836e-08
1.47590435109739e-08,6.97303190395135e-09,1.63481018646978e-08
1.45414036229761e-08,7.43843610876805e-09,1.59758601142965e-08
1.44717790393631e-08,7.28976090713805e-09,1.53291795392418e-08
1.44822472583637e-08,7.56519181510905e-09,1.54440612740410e-08
1.46271769562709e-08,7.52928896632095e-09,1.61186617126669e-08
1.54040930331774e-08,7.71877331060991e-09,1.65440412368478e-08
1.55334080505068e-08,8.09611608053001e-09,1.57032917185547e-08
1.25354294996987e-08,7.97837605219631e-09,1.52580845351166e-08
1.14130651413769e-08,8.04238061091038e-09,1.45293544726794e-08
1.63012620011200e-08,8.80887516078659e-09,1.55173259470694e-08
1.62834062335429e-08,8.89360807758580e-09,1.43504206337517e-08
1.63727389519003e-08,7.72775729757052e-09,1.31930411321460e-08
1.64536760710251e-08,8.13640919743369e-09,1.31446860672758e-08
1.64704238271249e-08,8.92065099183834e-09,1.34732937219285e-08
1.65725170169858e-08,9.29645124367268e-09,1.48653377244758e-08
1.67033812657916e-08,9.95236726818970e-09,1.58614643685556e-08
1.68162336982747e-08,1.06011206117801e-08,1.73150059820904e-08
1.68040858780164e-08,1.14936474882504e-08,1.93458828394714e-08
1.68177818146289e-08,1.17104280758851e-08,2.12005052373511e-08
1.67467685782321e-08,1.24116866744811e-08,2.15855117811287e-08
1.68426552624607e-08,1.17122724287053e-08,2.06131770547800e-08
1.69097858484148e-08,1.01611963185806e-08,1.82407572949672e-08
1.70059204221548e-08,1.01493189554809e-08,1.70942350526080e-08
1.70758263925792e-08,1.08235442988377e-08,1.72199040538658e-08
1.70463976576589e-08,1.11378552930322e-08,1.86495070234459e-08
1.69643222676082e-08,1.12550266628348e-08,1.97388104847575e-08
1.66022244035087e-08,1.03160886361113e-08,2.04034156829554e-08
1.58660039766839e-08,1.03095238346068e-08,1.78173855625771e-08
1.47468883128219e-08,1.00992542784573e-08,1.58515469833500e-08
1.38403960466173e-08,1.16182404815770e-08,1.51304684279261e-08
1.34103748657985e-08,1.05114876271012e-08,1.33037058316056e-08
1.32923875259324e-08,1.04775783906298e-08,1.39814691613853e-08
1.34361863814772e-08,1.08305930045394e-08,1.41414556798166e-08
1.38098702591280e-08,1.08028722726589e-08,1.52754573234976e-08
1.42869224539950e-08,1.03934678661285e-08,1.50069524358880e-08
1.47258025733641e-08,9.84363948908683e-09,1.52749727874648e-08
1.50516798824801e-08,1.18618431391524e-08,1.62605037730184e-08
1.53225234259753e-08,1.17203315788938e-08,1.62477575017363e-08
1.56099169727349e-08,1.08575429354823e-08,1.51624821782826e-08
1.58230094999534e-08,9.79211266152620e-09,1.91353301386336e-08
1.60101511936523e-08,9.83254243012082e-09,1.71315034459748e-08
1.60583627275828e-08,9.85567899756646e-09,1.61524534451272e-08
1.60371419203653e-08,1.06512137410055e-08,1.61636294829902e-08
1.57296209885397e-08,1.02307415984322e-08,1.55925329616341e-08
1.56038086332731e-08,9.70816472348047e-09,1.62197762900694e-08
1.55444526785436e-08,9.71041524976995e-09,1.71811236696371e-08
1.55532979023489e-08,1.03228541097578e-08,1.74454723251017e-08
1.54384235647582e-08,1.02643164580176e-08,1.70239813434576e-08
1.53316298255146e-08,1.01959382156065e-08,1.50468538328433e-08
1.52410879295948e-08,9.77110481498262e-09,1.46526439470074e-08
1.51495188600621e-08,9.70316072370352e-09,1.46307549153973e-08
1.50917400517245e-08,9.61906838422327e-09,1.47555948106884e-08
1.51376030584715e-08,9.50221383899841e-09,1.56199594294581e-08
1.51098149740599e-08,9.62050285969811e-09,1.74213746774856e-08
1.51583995355558e-08,8.88190324265678e-09,1.77707871016714e-08
1.53530957840693e-08,9.36660117031417e-09,1.86714574238250e-08
1.55721925089297e-08,1.00953969437746e-08,1.89448959279813e-08
1.58646560660939e-08,1.01361875520486e-08,1.85797983533370e-08
1.62115360745032e-08,7.41672915655710e-09,1.70100400347770e-08
1.67519421986118e-08,6.99155966893502e-09,1.70977567072014e-08
1.77923985641660e-08,7.58237255866060e-09,1.80489508348742e-08
1.88315597650722e-08,7.44513840112940e-09,1.75649123459242e-08
1.95770402637835e-08,6.99785158210871e-09,1.66435121638675e-08
1.99252285513792e-08,5.66636615428493e-09,1.55897228458242e-08
2.02097575370585e-08,5.66404372603557e-09,1.54419593708433e-08
2.06211910637223e-08,5.49412882736458e-09,1.60473257950531e-08
2.08579685152044e-08,5.23156085035095e-09,2.02620462747795e-08
2.11224895142180e-08,5.15464604493165e-09,2.17022625132425e-08
2.12870623215489e-08,4.91155067815930e-09,2.23972124265000e-08
2.14892819349554e-08,4.56176238549854e-09,2.22481249119821e-08
2.15532540867706e-08,5.04847758126016e-09,1.95274391212810e-08
2.16882800094492e-08,6.02669001342093e-09,1.90658295035712e-08
2.19173500701253e-08,5.72511666888166e-09,1.99630189396479e-08
2.20595812630947e-08,5.64635013366072e-09,2.10576080222366e-08
2.21480324654562e-08,5.98032453699816e-09,2.14438450474523e-08
2.20993700593315e-08,5.88418395007835e-09,2.11068705111516e-08
2.19090991802697e-08,5.86503274213343e-09,1.87075260040051e-08
2.15985421377951e-08,6.04140107849329e-09,1.90030656121185e-08
2.14529124425601e-08,5.41985522550762e-09,2.16222241393203e-08
2.14347506827798e-08,5.51118528907522e-09,2.14848680964967e-08
2.10698706120047e-08,5.83041723734419e-09,2.36588429666094e-08
2.11349845900039e-08,5.81842546712137e-09,2.14805411560910e-08
2.30160773094805e-08,5.91106704287833e-09,1.90436680914208e-08
2.30347166398300e-08,5.86876842310179e-09,1.81217911770807e-08
2.26171684460373e-08,5.64231787109818e-09,1.65922161999622e-08
2.23424406047506e-08,5.95834247253930e-09,1.30734152066270e-08
2.15784296077542e-08,6.31833017585880e-09,1.27235472465755e-08
2.11304684194651e-08,6.77362795634264e-09,1.24896527768891e-08
2.05620410799566e-08,6.67625711440241e-09,1.31946997846143e-08
1.95608373434090e-08,7.26800873776927e-09,1.31754190774436e-08
1.39639004612055e-08,7.03505348225441e-09,1.32832945488505e-08
1.31408018309946e-08,6.71700926348736e-09,1.68246544849297e-08
1.30904128789244e-08,7.01786923843347e-09,1.70494195400469e-08
1.35208944416992e-08,6.53336882697090e-09,1.63481501629135e-08
1.38396900416677e-08,5.94298726046142e-09,1.69426817769857e-08
1.39550981260830e-08,5.70737199714445e-09,1.81499816603600e-08
1.38300866588511e-08,5.77377935921281e-09,1.82255239056629e-08
1.34678762764137e-08,5.84419351075391e-09,1.63756450578472e-08
1.32450582302091e-08,5.75751408854093e-09,1.67978860323677e-08
1.30572992184245e-08,5.82814010962041e-09,1.67999589958606e-08
1.27248566488646e-08,5.87676072193922e-09,1.63541372550068e-08
1.23422921431944e-08,6.22356233116822e-09,1.43594397379740e-08
1.24695812402847e-08,5.86445138601212e-09,1.42754976978986e-08
1.24495022605665e-08,5.34027121327175e-09,1.47844790895156e-08
1.24594051518503e-08,4.86382398012872e-09,1.45248016393265e-08
1.24997757197943e-08,5.28840512774876e-09,1.51080404717763e-08
1.24721174309790e-08,5.33160822876840e-09,1.60459353106451e-08
1.23721153117506e-08,4.83268133574587e-09,1.71410428276472e-08
1.25582443589844e-08,4.66061446261158e-09,1.70107715348173e-08
1.27477602817021e-08,4.60696424920525e-09,1.64996520367747e-08
1.29372779173207e-08,4.72694209320420e-09,1.66370938631042e-08
1.30869004494810e-08,4.90110672499987e-09,1.68626027079319e-08
1.32021185251395e-08,4.79284457375233e-09,1.71936660334147e-08
1.34166464913358e-08,4.74418836320290e-09,1.67662553894630e-08
1.36320181171202e-08,4.87361871795155e-09,1.49963071770499e-08
1.37039661613578e-08,5.11461431538585e-09,1.36767908862133e-08
1.41150801911348e-08,4.97897284674952e-09,1.32737695268912e-08
1.43148045865768e-08,4.84650761453207e-09,1.32772433008202e-08
1.42802283102686e-08,4.90411080581758e-09,1.27784595015417e-08
1.41830830596165e-08,5.00266324756847e-09,1.20649038049481e-08
1.40257253994030e-08,4.86827112267234e-09,1.15242511737950e-08
1.40358388586569e-08,5.01707919507885e-09,1.10952442866235e-08
1.34391976330297e-08,5.24582806406868e-09,1.08936071088588e-08
1.27604769434735e-08,5.54227580615870e-09,1.12795194984859e-08
1.21172022532072e-08,5.61554547626508e-09,1.15605534261133e-08
1.18106138795607e-08,5.79521300988642e-09,1.17897852072686e-08
1.15989849957081e-08,5.86581810253517e-09,1.47805727031323e-08
1.15256466129843e-08,5.80149952399430e-09,1.64344725981066e-08
1.13666455415398e-08,5.52402502813457e-09,1.73879783225508e-08
1.13319517623849e-08,5.27038631670888e-09,1.69078851393950e-08
1.12597525380224e-08,5.52295965430658e-09,1.68436310710399e-08
1.13098238075312e-08,6.06579003329439e-09,1.51055690158849e-08
1.15496253580535e-08,5.80253715626636e-09,1.45870252369080e-08
1.18719570261682e-08,5.42563212398977e-09,1.44734406980113e-08
1.24052343305893e-08,5.50105119523185e-09,1.46306299773839e-08
1.27843491070580e-08,5.68085691605774e-09,1.42154125701922e-08
1.31422578448682e-08,6.04636732150750e-09,1.47148933869264e-08
1.34156753967471e-08,6.48869604867101e-09,1.38191702084151e-08
1.37684246927574e-08,6.51442496285153e-09,1.39669747325292e-08
1.42937029811392e-08,6.89148326819451e-09,1.41487087187119e-08
1.47620332151616e-08,6.80980721953960e-09,1.40073969351589e-08
1.53838050862221e-08,6.60490198657571e-09,1.38002720235294e-08
1.59968366094156e-08,6.69068946263286e-09,1.40245018936857e-08
1.66313581398934e-08,6.23229071048679e-09,1.33382457873982e-08
1.70504771604345e-08,5.91182946082120e-09,1.27535302315278e-08
1.76641544849635e-08,5.47482956282967e-09,1.21162556979391e-08
2.29485016560617e-08,5.31150271730021e-09,1.19923364091314e-08
1.87826946801149e-08,6.16277289861580e-09,1.23640948779873e-08
1.86193617709788e-08,6.30363021459348e-09,1.19725798402543e-08
1.83653006775737e-08,4.63034953326897e-09,1.16634822991243e-08
1.82967251908860e-08,5.13516394079087e-09,1.01371562827378e-08
1.83133964021835e-08,4.94717699026455e-09,7.75612409690278e-09
1.83863152469423e-08,5.02056951646854e-09,7.80713363065951e-09
1.82791817187588e-08,5.08353682480274e-09,7.93535370469368e-09
1.82702671858106e-08,5.39229060217122e-09,8.27845064229063e-09
1.81958892418130e-08,5.93702756739841e-09,8.77975304514915e-09
1.81696438320387e-08,6.21274247694277e-09,1.04411985794873e-08
1.80634832009739e-08,6.38791318303361e-09,1.04656491075659e-08
1.74393824530439e-08,6.24968383949728e-09,9.78217688102030e-09
1.63016004455220e-08,5.90953594233805e-09,9.54834055284969e-09
1.57801448905401e-08,5.54744772434441e-09,9.75388143083692e-09
1.54849184616199e-08,5.72001518074281e-09,1.08307157036103e-08
1.56897146604312e-08,5.25892798620754e-09,1.13361936796602e-08
1.59575601632464e-08,5.26205710680168e-09,1.34915672357738e-08
1.63062993791631e-08,5.15897020929557e-09,1.41633947291751e-08
1.60776611577310e-08,5.09420458318495e-09,1.46057201810920e-08
1.58430128150083e-08,4.99265623061489e-09,1.46654874958511e-08
1.59039243224413e-08,4.98671017299322e-09,1.45564314784937e-08
1.60018398389462e-08,4.93818270685291e-09,1.57235345605710e-08
1.59382639949249e-08,4.72103644237637e-09,1.64467934227392e-08
1.60336857068860e-08,4.54728291037532e-09,1.59373541613934e-08
1.61157420556343e-08,4.44370848300369e-09,1.47305710027431e-08
1.62183354695830e-08,4.29128845440379e-09,1.39612462021370e-08
1.63290723131616e-08,4.19934086967701e-09,1.22711416969900e-08
1.63278429692587e-08,4.83448655209478e-09,1.35947195083288e-08
1.63409784917603e-08,4.77530712171724e-09,1.29350822154180e-08
1.61460357684151e-08,4.72155855387885e-09,1.30878142443380e-08
1.60016272315879e-08,4.96130127802186e-09,1.34427396779721e-08
1.60265052294931e-08,5.01539113644454e-09,1.33959501221732e-08
1.59429230581082e-08,4.63003397155418e-09,1.41959100915743e-08
1.61525188860642e-08,4.82675882014634e-09,1.42808147109586e-08
1.62654957993832e-08,4.77280637548127e-09,1.41199977488431e-08
1.64027630482505e-08,4.98953854564383e-09,1.39223972548148e-08
1.65334886370262e-08,5.20476422709594e-09,1.29207908944796e-08
1.64950418258972e-08,5.04544237696786e-09,1.17607472677859e-08
1.65658081149612e-08,4.99917132891278e-09,1.18069093938610e-08
1.62142526545099e-08,5.03222211136396e-09,1.24525597316008e-08
1.58101891665160e-08,5.20867031142357e-09,1.02183544622570e-08
1.53447671897989e-08,5.21838419106964e-09,1.03580765289654e-08
1.49270070841251e-08,5.81767839027230e-09,8.24247904115384e-09
1.46422678240824e-08,7.25116213087941e-09,7.69712858781377e-09
1.46150043975317e-08,5.61266169386432e-09,1.06220468460911e-08
1.47759464632103e-08,5.62316025471907e-09,1.34741627571095e-08
1.49574543055392e-08,6.97164940639598e-09,1.48343063772938e-08
1.48235765193044e-08,6.94319075750474e-09,1.54063059791785e-08
1.45215630465203e-08,7.17249564473577e-09,1.63365876805211e-08
1.61049819281863e-08,7.65599229399662e-09,1.51401488272296e-08
1.69690373100283e-08,8.18816087971268e-09,1.30399504286701e-08
1.70355331310595e-08,8.76566052079414e-09,1.41824819033898e-08
1.90854092160845e-08,8.67949968082836e-09,1.37137283171468e-08
2.02513571890528e-08,8.91396030913098e-09,1.57358018026688e-08
2.07277481447445e-08,7.23964063099035e-09,1.49795216777281e-08
2.12339244986034e-08,7.30745277283378e-09,1.38647215452249e-08
2.16140675336153e-08,7.84358577754349e-09,1.27638718645922e-08
2.20281763493729e-08,7.80639697118841e-09,1.16512426338706e-08
2.22674763293936e-08,8.24057676017444e-09,1.13998707182454e-08
2.27036046464820e-08,8.22518650238554e-09,1.28642653399322e-08
2.30612171702313e-08,9.76750987880925e-09,1.29351396093091e-08
2.25641804077573e-08,1.00929901661595e-08,1.26750197580613e-08
2.23515651997461e-08,1.02883632778738e-08,1.26177932809001e-08
2.25457668464659e-08,1.01965053742145e-08,1.37460857606887e-08
2.27694337795591e-08,1.05911770126142e-08,1.40023747461021e-08
2.32219884393496e-08,1.03012334383975e-08,1.47690522816745e-08
2.34403481664243e-08,1.07885690123618e-08,1.34136471324112e-08
2.36863099774865e-08,1.03688661516413e-08,1.23063198140840e-08
2.36529561214875e-08,9.32847624274917e-09,7.68530514858974e-09
2.38909710687282e-08,8.27749103907292e-09,7.91731344150908e-09
2.41313537311757e-08,8.11447094462487e-09,7.65552846187474e-09
2.43810698885702e-08,7.57052697204188e-09,7.53613978366253e-09
2.43773931912708e-08,7.41760644713821e-09,7.35704543244443e-09
2.40519319639090e-08,7.51174837441043e-09,7.15336778859291e-09
2.40386345560506e-08,7.16323943433063e-09,7.17831063146331e-09
2.38344527738370e-08,7.44593601934948e-09,7.04045276265346e-09
2.36840948065574e-08,7.86464202944008e-09,6.48301598996838e-09
2.35828466116917e-08,9.03260071072691e-09,6.22815088149558e-09
2.33516284848275e-08,7.71600843427418e-09,6.22447766116289e-09
2.30512614836775e-08,7.46651748724395e-09,6.37675802538531e-09
2.27790617876345e-08,7.93836069088540e-09,7.14529745535372e-09
2.25273260028013e-08,8.49845959153353e-09,7.18473725166791e-09
2.21837040531031e-08,8.04488315690346e-09,6.81483486213371e-09
2.18241413887058e-08,8.01840128743953e-09,7.05376458730822e-09
2.11222263404307e-08,7.95532290878735e-09,7.25278141616418e-09
2.03880402881633e-08,8.56828280674093e-09,7.48514068894776e-09
1.95931952632075e-08,9.59613323826887e-09,7.44570311238617e-09
1.90315808941529e-08,1.05889913833228e-08,7.74726885710445e-09
1.87249002173852e-08,9.90745406965456e-09,7.83102716401049e-09
1.83881463864356e-08,9.32050740402245e-09,7.37631329485213e-09
1.82242433028261e-08,9.65705287080016e-09,7.35645972354216e-09
1.79172628805997e-08,9.46343968307973e-09,7.22862948669361e-09
1.78690311942098e-08,9.16934609043187e-09,7.28248855585631e-09
1.75868174742630e-08,9.40762770838980e-09,7.30241393045816e-09
1.70918507513141e-08,9.21515878387556e-09,6.61106709250777e-09
1.64175913213359e-08,9.66218385887822e-09,1.03460391665247e-08
1.61650132506706e-08,9.01677976220728e-09,9.50274071847084e-09
1.62501555982702e-08,9.58927558753235e-09,8.13752261865228e-09
1.61880186709298e-08,8.37047155232037e-09,7.76368677332576e-09
1.60996455632881e-08,7.77908305775453e-09,7.36031705740378e-09
1.54435134571731e-08,7.15244531170560e-09,7.08318490021547e-09
1.41767323897484e-08,6.77982550387168e-09,6.33262906296941e-09
1.42914023111115e-08,6.58504488613700e-09,6.16286031105235e-09
1.44612999148325e-08,6.21723012498509e-09,7.37546735685017e-09
1.47635307972396e-08,6.12078538660396e-09,6.66150402936284e-09
1.52219012319069e-08,6.23220278702700e-09,7.37240792918257e-09
1.57129680386276e-08,6.04223208118051e-09,7.05930760220367e-09
1.64466098822056e-08,5.66742980960413e-09,6.92870165867763e-09
1.73333150486870e-08,5.50514988191090e-09,6.75251699004206e-09
1.83213834181939e-08,5.12624458673626e-09,6.80480523551002e-09
1.89740621700910e-08,4.66695843431179e-09,1.13730371488767e-08
1.90167438468789e-08,4.55173723318329e-09,1.23304516081059e-08
1.89636873995416e-08,4.45033195274309e-09,1.82600435781236e-08
1.88076317258373e-08,4.58173280832453e-09,1.76757653165338e-08
1.88951202017486e-08,4.81960340936410e-09,1.77875157210043e-08
1.87774304969872e-08,4.25576157716864e-09,1.65578784149009e-08
1.87151314743793e-08,4.55457164814349e-09,1.45225311633270e-08
1.84991120331306e-08,4.68818875659337e-09,1.28861971392712e-08
1.84753736212870e-08,4.67950042998027e-09,1.38050867937253e-08
1.84182968093138e-08,4.52705134865626e-09,1.37111361720555e-08
1.84567306145537e-08,3.35525239782703e-09,1.15519756462151e-08
1.84862246525595e-08,3.42311032563240e-09,1.02166527284708e-08
1.84613985878497e-08,3.61628780695271e-09,8.63754865785107e-09
1.85075964324819e-08,3.81989191777067e-09,8.83893606594043e-09
1.82690975866774e-08,3.95000374442967e-09,9.56978053605306e-09
1.81676158132638e-08,4.03383241347435e-09,1.18962948291796e-08
1.79938431198047e-08,4.40964481619930e-09,1.20381079838215e-08
1.79422712764412e-08,4.60413121227711e-09,1.17930261063106e-08
1.79614092337539e-08,5.02215247352595e-09,1.30726972713972e-08
1.79529082585880e-08,7.78988594214284e-09,1.36331741545911e-08
1.79748134113228e-08,1.15425569869150e-08,1.36005517937233e-08
1.80018030550056e-08,1.32690057730130e-08,1.23937171162757e-08
1.81256221990260e-08,1.30972202752120e-08,1.24748232717791e-08
1.82914611556183e-08,1.07605009692034e-08,1.19595538487171e-08
1.84691695366210e-08,1.18495372555048e-08,1.26709184306849e-08
1.85829745053967e-08,1.10448795426852e-08,1.13262880179632e-08
1.84278518755818e-08,1.10876840658450e-08,9.19766856369254e-09
